, Metric: Tickets incoming, SubsetType: IMPACT, From 2018-01-01 to 2019-10-03,,
2018-09-14 20:11:20 UTC, group-a,3,163868828,,
2018-09-15 01:21:37 UTC, group-a,3,159815258,,
2018-09-15 04:46:15 UTC, group-a,2,163897831,,
2018-09-16 00:21:26 UTC, group-a,3,159815258,,
2018-09-16 16:05:11 UTC, group-z,3,163984263,,
2018-09-17 07:49:46 UTC, group-a,5,164035319,,
2018-09-17 18:41:33 UTC, group-a,3,164101252,,
2018-09-17 19:53:06 UTC, group-a,3, E040158143,,
2018-09-17 20:13:58 UTC, group-a,3, E040188609,,
2018-09-18 16:33:19 UTC, group-a,2,164219378,,
2018-09-18 16:33:32 UTC, group-a,3,164224300,,
2018-09-19 21:54:48 UTC, group-a,3,164385612,,
2018-09-19 22:16:06 UTC, group-a,3,164385659,,
2018-09-21 20:56:24 UTC, group-a,3,164642145,,
2018-09-22 08:48:08 UTC, group-a,3,164680856,,
2018-09-23 02:04:37 UTC, group-a,3,164729038,,
2018-09-24 16:49:40 UTC, group-a,5,164852381,,
2018-09-24 18:30:27 UTC, group-a,2,164864212,,
2018-09-24 19:27:08 UTC, group-a,3,164865380,,
2018-09-25 18:55:20 UTC, group-a,5,164996114,,
2018-09-25 19:57:50 UTC, group-a,3,164998571,,
2018-09-25 20:12:00 UTC, group-a,3,164999695,,
2018-09-26 07:17:33 UTC, group-a,3,165055673,,
2018-09-26 07:21:19 UTC, group-a,2,165058410,,
2018-09-26 17:18:37 UTC, group-a,3,165120987,,
2018-09-26 18:43:03 UTC, group-a,2,165135328,,
2018-09-26 21:12:53 UTC, group-a,3,165148191,,
2018-09-26 21:14:57 UTC, group-a,3,165149745,,
2018-09-27 00:00:33 UTC, group-a,3,165167531,,
2018-09-27 00:02:47 UTC, group-a,2,165168809,,
2018-09-27 18:03:32 UTC, group-a,3,165278701,,
2018-09-27 21:57:52 UTC, group-a,3,165299610,,
2018-09-28 19:24:02 UTC, group-a,5,165419274,,
2018-09-30 02:11:33 UTC, group-a,3,165521111,,
2018-10-01 05:27:44 UTC, group-a,3,165389543,,
2018-10-01 19:16:23 UTC, group-a,3,165676903,,
2018-10-01 19:17:05 UTC, group-a,3,165672770,,
2018-10-01 22:00:44 UTC, group-a,2,165691025,,
2018-10-02 23:36:58 UTC, group-a,3,165813173,,
2018-10-03 17:19:23 UTC, group-a,3,165906871,,
2018-10-03 20:18:34 UTC, group-a,3, E040683034,,
2018-10-04 11:52:00 UTC, group-a,3,166008511,,
2018-10-04 17:25:08 UTC, group-a,3,166038375,,
2018-10-04 22:23:15 UTC, group-a,3,166074440,,
2018-10-07 10:21:08 UTC, group-a,3,166308531,,
2018-10-08 21:28:08 UTC, group-a,3,165793043,,
2018-10-08 21:29:45 UTC, group-a,3,165784365,,
2018-10-08 23:12:11 UTC, group-a,3,166466928,,
2018-10-09 07:12:07 UTC, group-a,3,166505778,,
2018-10-09 19:41:13 UTC, group-a,3,166592525,,
2018-10-10 01:50:21 UTC, group-a,3,166621149,,
2018-10-10 02:13:02 UTC, group-a,3, E040867244,,
2018-10-10 03:41:28 UTC, group-a,3,166626885,,
2018-10-10 04:15:33 UTC, group-a,3, E040871991,,
2018-10-10 04:30:45 UTC, group-a,3,166632754,,
2018-10-10 18:56:17 UTC, group-a,3,166728921,,
2018-10-11 19:29:50 UTC, group-a,5,166870751,,
2018-10-11 21:21:48 UTC, group-a,3,166881470,,
2018-10-11 23:59:22 UTC, group-a,3,166894070,,
2018-10-12 00:49:46 UTC, group-a,5,166900422,,
2018-10-12 00:49:46 UTC, group-a,5,166898950,,
2018-10-12 00:49:47 UTC, group-a,5,166896191,,
2018-10-12 02:25:36 UTC, group-a,3,166907064,,
2018-10-12 02:57:44 UTC, group-a,5,166908857,,
2018-10-12 05:39:28 UTC, group-a,3,166919770,,
2018-10-12 21:14:48 UTC, group-a,5,167016494,,
2018-10-12 21:29:48 UTC, group-a,5,167016494,,
2018-10-13 07:55:08 UTC, group-a,3,167055853,,
2018-10-13 10:59:31 UTC, group-a,3,167066273,,
2018-10-13 23:21:35 UTC, group-a,3,167105806,,
2018-10-15 13:24:35 UTC, group-a,3,167230843,,
2018-10-15 13:26:41 UTC, group-a,2,167230765,,
2018-10-15 13:32:20 UTC, group-a,2,167229289,,
2018-10-15 13:32:25 UTC, group-a,3,167229290,,
2018-10-15 15:13:09 UTC, group-a,3,167236696,,
2018-10-15 19:58:10 UTC, group-a,3,167277303,,
2018-10-15 22:23:03 UTC, group-a,3,167286490,,
2018-10-16 01:07:42 UTC, group-a,3,167299462,,
2018-10-16 01:21:50 UTC, group-a,5,167303203,,
2018-10-16 17:10:57 UTC, group-a,3,167399677,,
2018-10-16 21:52:27 UTC, group-a,3,167429333,,
2018-10-16 22:30:17 UTC, group-a,3,167435125,,
2018-10-17 13:38:49 UTC, group-a,3,167523916,,
2018-10-17 16:51:05 UTC, group-a,3,167545224,,
2018-10-17 16:55:01 UTC, group-a,2,167541889,,
2018-10-17 17:54:50 UTC, group-a,3, E041084222,,
2018-10-17 18:32:04 UTC, group-a,3,167560749,,
2018-10-17 18:32:05 UTC, group-a,3,167560944,,
2018-10-17 18:32:10 UTC, group-a,3,167560755,,
2018-10-17 22:01:19 UTC, group-a,3,167585270,,
2018-10-17 22:57:45 UTC, group-a,3,167591073,,
2018-10-18 06:30:19 UTC, group-a,3,167626287,,
2018-10-18 06:42:26 UTC, group-a,3,167631235,,
2018-10-18 17:03:28 UTC, group-a,3,167698853,,
2018-10-18 19:23:43 UTC, group-a,2,167713075,,
2018-10-18 19:23:53 UTC, group-a,3,167714444,,
2018-10-18 22:36:02 UTC, group-a,3,167732846,,
2018-10-18 22:51:37 UTC, group-a,3,167731567,,
2018-10-19 00:16:31 UTC, group-a,5,167740249,,
2018-10-19 14:00:58 UTC, group-a,3,167816727,,
2018-10-19 14:02:18 UTC, group-a,3,167813572,,
2018-10-19 14:04:42 UTC, group-a,3,167816730,,
2018-10-19 14:14:27 UTC, group-a,3,167818332,,
2018-10-19 21:32:30 UTC, group-a,5,167863956,,
2018-10-19 22:51:21 UTC, group-a,3,167872024,,
2018-10-21 02:37:34 UTC, group-a,3,167961021,,
2018-10-21 07:50:07 UTC, group-a,3,167973343,,
2018-10-22 17:46:24 UTC, group-a,3,168114721,,
2018-10-22 17:50:00 UTC, group-a,4,168116205,,
2018-10-23 12:11:48 UTC, group-a,4,168220373,,
2018-10-23 18:27:41 UTC, group-a,5,168272531,,
2018-10-23 23:04:02 UTC, group-a,3,168298488,,
2018-10-24 15:55:34 UTC, group-a,3,168408665,,
2018-10-24 21:56:25 UTC, group-a,3,168452504,,
2018-10-25 02:37:35 UTC, group-a,3, E040871991,,
2018-10-25 04:45:06 UTC, group-a,3, E041326075,,
2018-10-25 20:50:23 UTC, group-a,4,168595975,,
2018-10-26 21:36:53 UTC, group-a,5,168747437,,
2018-10-26 21:43:44 UTC, group-a,5,168745896,,
2018-10-26 23:10:13 UTC, group-a,5,168753898,,
2018-10-26 23:47:17 UTC, group-a,5,168757264,,
2018-10-27 11:00:21 UTC, group-a,2,168798197,,
2018-10-27 16:35:45 UTC, group-a,3,168824631,,
2018-10-27 17:18:36 UTC, group-a,3,168827929,,
2018-10-27 17:18:47 UTC, group-a,3,168828118,,
2018-10-27 17:18:58 UTC, group-a,3,168827730,,
2018-10-29 03:24:51 UTC, group-a,3,168919549,,
2018-10-29 08:42:33 UTC, group-a,3,168943092,,
2018-10-29 16:35:23 UTC, group-a,2,169003262,,
2018-10-29 17:43:03 UTC, group-a,3,169014452,,
2018-10-29 17:52:04 UTC, group-a,2,169013880,,
2018-10-29 18:50:25 UTC, group-a,3,169021264,,
2018-10-29 21:50:24 UTC, group-a,3,169041731,,
2018-10-29 22:06:26 UTC, group-a,3,169040595,,
2018-10-29 23:49:57 UTC, group-a,2,169049872,,
2018-10-30 01:16:04 UTC, group-a,3,169057739,,
2018-10-30 19:48:31 UTC, group-a,2,169174759,,
2018-10-30 19:48:32 UTC, group-a,3,169173576,,
2018-10-30 20:39:06 UTC, group-a,3,169181250,,
2018-10-31 13:33:44 UTC, group-a,3,169281524,,
2018-10-31 16:16:02 UTC, group-a,3,169040595,,
2018-10-31 16:16:02 UTC, group-a,3,169040595,,
2018-10-31 18:16:23 UTC, group-a,2,169313966,,
2018-10-31 21:01:09 UTC, group-a,3,169333220,,
2018-10-31 22:19:18 UTC, group-a,3, E041149134,,
2018-10-31 22:23:46 UTC, group-a,5,169341409,,
2018-11-01 23:08:22 UTC, group-a,3,169484535,,
2018-11-05 16:38:54 UTC, group-a,3,169833379,,
2018-11-05 22:18:13 UTC, group-a,4,169876900,,
2018-11-06 02:21:30 UTC, group-a,3,169897801,,
2018-11-07 03:12:26 UTC, group-a,2,170043489,,
2018-11-07 03:12:58 UTC, group-a,3,170043490,,
2018-11-07 07:32:24 UTC, group-a,3,170066170,,
2018-11-07 15:32:58 UTC, group-a,4,170117515,,
2018-11-08 03:53:31 UTC, group-a,2,170188078,,
2018-11-08 22:55:18 UTC, group-a,3,170307924,,
2018-11-08 23:18:25 UTC, group-a,3,170309341,,
2018-11-10 03:39:24 UTC, group-a,3,170464772,,
2018-11-10 17:20:12 UTC, group-a,3,170515754,,
2018-11-13 16:11:42 UTC, group-a,3,170831195,,
2018-11-13 16:49:51 UTC, group-a,2,170834244,,
2018-11-13 19:36:44 UTC, group-a,3,170855448,,
2018-11-13 22:37:03 UTC, group-a,3,170875500,,
2018-11-13 23:18:25 UTC, group-a,5,170875877,,
2018-11-14 04:28:18 UTC, group-a,3,170855448,,
2018-11-15 17:43:30 UTC, group-a,3,171156303,,
2018-11-15 19:17:29 UTC, group-a,3,171163095,,
2018-11-15 23:59:56 UTC, group-a,3,171195541,,
2018-11-16 03:45:27 UTC, group-a,3,171212884,,
2018-11-16 19:06:00 UTC, group-a,3,171277234,,
2018-11-16 20:39:28 UTC, group-a,5,171324559,,
2018-11-16 23:56:11 UTC, group-a,2,171342127,,
2018-11-17 00:51:46 UTC, group-a,3,171268562,,
2018-11-17 01:35:53 UTC, group-a,3,171348853,,
2018-11-17 01:54:06 UTC, group-a,3,171348888,,
2018-11-17 05:41:29 UTC, group-a,4,171365924,,
2018-11-17 06:12:32 UTC, group-a,2,171368511,,
2018-11-17 06:36:32 UTC, group-a,3,171366377,,
2018-11-17 08:40:43 UTC, group-a,2,171372597,,
2018-11-17 08:41:10 UTC, group-a,3,171375389,,
2018-11-17 16:04:13 UTC, group-a,3,171407245,,
2018-11-17 16:40:37 UTC, group-a,2,171408154,,
2018-11-19 09:20:23 UTC, group-a,3,171538635,,
2018-11-19 17:05:36 UTC, group-a,2,171588869,,
2018-11-19 18:25:26 UTC, group-a,2,171602447,,
2018-11-20 01:14:05 UTC, group-a,3,171647773,,
2018-11-20 03:45:37 UTC, group-a,3,171664611,,
2018-11-20 03:45:41 UTC, group-a,3,171658395,,
2018-11-20 07:50:17 UTC, group-a,3,171680683,,
2018-11-20 21:10:43 UTC, group-a,3,171779088,,
2018-11-21 15:43:30 UTC, group-a,3,171897157,,
2018-11-21 19:52:10 UTC, group-a,3,171924361,,
2018-11-21 20:28:16 UTC, group-a,3,171929729,,
2018-11-22 01:36:35 UTC, group-a,3,171962120,,
2018-11-22 03:20:17 UTC, group-a,3,171972210,,
2018-11-22 03:20:35 UTC, group-a,3,171968857,,
2018-11-22 03:20:41 UTC, group-a,3,171968858,,
2018-11-26 06:57:07 UTC, group-a,3,172368669,,
2018-11-26 18:43:37 UTC, group-a,3,172454004,,
2018-11-26 21:21:12 UTC, group-a,3,172465992,,
2018-11-27 19:43:35 UTC, group-a,3,172601281,,
2018-11-27 20:41:22 UTC, group-a,3,172611463,,
2018-11-27 21:40:52 UTC, group-a,4,172616465,,
2018-11-28 16:03:20 UTC, group-a,3,172725152,,
2018-11-28 18:10:15 UTC, group-a,3,172743631,,
2018-11-28 18:10:17 UTC, group-a,3,172743633,,
2018-11-28 18:10:31 UTC, group-a,3,172745015,,
2018-11-28 18:32:34 UTC, group-a,3,172743671,,
2018-11-28 19:51:54 UTC, group-a,3,172750585,,
2018-11-28 23:35:49 UTC, group-a,3,172777528,,
2018-11-29 00:12:33 UTC, group-a,3,172780135,,
2018-11-29 20:36:18 UTC, group-a,5,172906034,,
2018-11-29 21:27:52 UTC, group-a,4,172913322,,
2018-11-29 22:31:43 UTC, group-a,3,172918047,,
2018-11-30 01:40:53 UTC, group-a,3,172935434,,
2018-11-30 05:46:32 UTC, group-a,3,172953987,,
2018-11-30 07:47:25 UTC, group-a,3,172967967,,
2018-11-30 20:37:21 UTC, group-a,3,173053348,,
2018-11-30 21:45:04 UTC, group-a,3,173059335,,
2018-12-03 13:21:18 UTC, group-a,3,173301238,,
2018-12-03 14:38:13 UTC, group-a,3,173311324,,
2018-12-03 16:00:37 UTC, group-a,3,173318263,,
2018-12-03 17:54:16 UTC, group-a,4,173333958,,
2018-12-03 21:48:19 UTC, group-a,3,170154756,,
2018-12-04 16:50:24 UTC, group-a,5,173483088,,
2018-12-04 17:40:55 UTC, group-a,3,173491826,,
2018-12-04 17:51:31 UTC, group-a,2,173491542,,
2018-12-04 23:27:39 UTC, group-a,3,173529121,,
2018-12-04 23:36:55 UTC, group-a,5,173525690,,
2018-12-06 16:09:39 UTC, group-a,5,173786023,,
2018-12-06 23:34:41 UTC, group-a,4,173826994,,
2018-12-07 19:02:17 UTC, group-a,2,173950043,,
2018-12-09 16:04:01 UTC, group-a,3,174107119,,
2018-12-10 15:56:15 UTC, group-a,3,174216472,,
2018-12-10 16:29:06 UTC, group-a,5,174224417,,
2018-12-10 17:25:07 UTC, group-a,3,174228572,,
2018-12-10 17:37:24 UTC, group-a,2,174229545,,
2018-12-10 18:07:03 UTC, group-a,3,174233131,,
2018-12-10 22:54:31 UTC, group-a,5,174263254,,
2018-12-10 23:49:30 UTC, group-a,3,174107117,,
2018-12-11 01:36:02 UTC, group-a,3,174276477,,
2018-12-11 02:24:42 UTC, group-a,3,174282826,,
2018-12-11 02:25:15 UTC, group-a,2,174281348,,
2018-12-11 09:52:25 UTC, group-a,3,174327633,,
2018-12-11 18:32:11 UTC, group-a,3,174396326,,
2018-12-11 18:37:50 UTC, group-a,5,174397536,,
2018-12-11 23:47:53 UTC, group-a,3,174429634,,
2018-12-12 02:21:39 UTC, group-a,3,174443424,,
2018-12-12 07:59:08 UTC, group-a,3,174476579,,
2018-12-12 08:40:12 UTC, group-a,3,174478369,,
2018-12-13 18:04:58 UTC, group-a,2,174697082,,
2018-12-13 20:58:26 UTC, group-a,4,174714658,,
2018-12-13 23:34:08 UTC, group-a,2,174729057,,
2018-12-13 23:50:28 UTC, group-a,3,174429634,,
2018-12-14 09:39:31 UTC, group-a,3,174788711,,
2018-12-14 09:42:20 UTC, group-a,3,174788718,,
2018-12-14 22:21:26 UTC, group-a,3,174443424,,
2018-12-17 16:23:31 UTC, group-a,3,174429634,,
2018-12-18 17:53:21 UTC, group-a,3,175266068,,
2018-12-18 20:29:26 UTC, group-a,3,175285114,,
2018-12-19 00:30:20 UTC, group-a,4,175304754,,
2018-12-19 01:52:54 UTC, group-a,3,175266068,,
2018-12-19 15:11:35 UTC, group-a,3,175388874,,
2018-12-20 23:20:06 UTC, group-a,2,175584956,,
2018-12-22 15:28:19 UTC, group-a,2,175785994,,
2018-12-24 10:25:31 UTC, group-a,3,175912466,,
2018-12-24 18:36:58 UTC, group-a,5,175945553,,
2018-12-25 14:29:18 UTC, group-a,2,176004108,,
2018-12-27 22:33:40 UTC, group-a,5,176191859,,
2018-12-28 19:38:14 UTC, group-a,5,176312855,,
2018-12-31 17:44:20 UTC, group-a,3,176536374,,
2018-12-31 21:16:21 UTC, group-a,3,176551921,,
2019-01-01 21:36:46 UTC, group-a,3,176606198,,
2019-01-02 12:36:00 UTC, group-a,3,176661766,,
2019-01-02 12:36:45 UTC, group-a,3,176660896,,
2019-01-02 19:29:34 UTC, group-a,3,176706605,,
2019-01-02 19:29:34 UTC, group-a,3, 9dba7548-c18f-4fe4-a379-a6d9f85dc7ac,,
2019-01-03 02:20:13 UTC, group-a,4,176750159,,
2019-01-03 18:17:23 UTC, group-a,4,176842167,,
2019-01-04 18:52:17 UTC, group-a,3,176975176,,
2019-01-07 23:12:19 UTC, group-a,3,177267330,,
2019-01-09 13:33:15 UTC, group-a,3,177479791,,
2019-01-10 00:11:49 UTC, group-a,3,177547356,,
2019-01-10 15:53:50 UTC, group-a,3,177641852,,
2019-01-11 02:57:53 UTC, group-a,3,177700782,,
2019-01-12 01:02:05 UTC, group-a,3,177842819,,
2019-01-16 01:01:17 UTC, group-a,3,178230009,,
2019-01-16 22:49:21 UTC, group-a,4,178365914,,
2019-01-17 06:23:23 UTC, group-a,3,178401580,,
2019-01-18 19:56:13 UTC, group-a,3,178626019,,
2019-01-19 00:02:59 UTC, group-a,3,178645040,,
2019-01-19 21:50:59 UTC, group-a,3,178719229,,
2019-01-21 19:55:57 UTC, group-a,3, 83c5bdbd-9e64-4d88-85cf-b9abd4a0c4c3,,
2019-01-21 20:11:53 UTC, group-a,3, 8611865a-f39e-49ec-80be-e2a6bb2f49c0,,
2019-01-22 00:04:03 UTC, group-a,3, bf21dc53-f273-4f7a-ab8d-f05999cce64f,,
2019-01-22 00:30:35 UTC, group-a,3, 461bc094-6a9b-4712-93b3-1d4de8f69653,,
2019-01-22 09:11:08 UTC, group-a,4, b73ccad3-afce-40ae-8abb-7ac3367f286a,,
2019-01-23 02:19:12 UTC, group-a,3, f3ab2968-79a5-4de2-bab5-80c7627dad4d,,
2019-01-23 05:11:48 UTC, group-a,4, efba7bf2-58ee-4357-8e47-2e32cbef0cc2,,
2019-01-23 14:19:55 UTC, group-a,3, a43d7f7e-b50b-499f-aaf1-e115473a4904,,
2019-01-23 19:00:44 UTC, group-a,4, ed65bc51-46ea-485e-9e4c-e3c55a6a299f,,
2019-01-24 00:11:27 UTC, group-a,3, 784ca2a4-ca43-4c90-9e01-93db29a516e4,,
2019-01-24 01:55:48 UTC, group-a,3, 9dcf0d3d-7efa-4695-b0e1-2ddc138d2437,,
2019-01-24 20:14:24 UTC, group-a,3, 8915563a-b45c-4488-ad7b-6ceef533959e,,
2019-01-25 04:40:59 UTC, group-a,3, a60deba2-63d0-413c-9751-1aa9ad6e8cbe,,
2019-01-25 07:30:12 UTC, group-a,3, c612692a-8812-4867-8c99-0f9ac4b1dfd0,,
2019-01-25 08:55:16 UTC, group-a,2, 2722962b-2c9d-46ec-a757-087c626e25c7,,
2019-01-25 17:00:06 UTC, group-a,2, bb1f1f5a-a2fa-427b-9d74-6225a323f2b6,,
2019-01-25 17:00:11 UTC, group-a,3, 73535ae2-d3f2-4780-9e1b-4026705a6032,,
2019-01-25 17:21:29 UTC, group-a,3, 5267184b-e0f8-4c47-89af-7a6ef7677b3b,,
2019-01-25 18:50:44 UTC, group-a,2, 763f30c7-c91d-4025-b6c6-b3be5eb8dc55,,
2019-01-25 19:00:43 UTC, group-a,3, 813bec9f-98c7-4b73-babb-275828c983f0,,
2019-01-25 19:04:44 UTC, group-a,3, 8578b723-2dce-43e9-b4e5-6936748ca241,,
2019-01-25 19:10:27 UTC, group-a,2, b472c4d3-9924-43d4-bd6d-be75c825454b,,
2019-01-25 19:11:03 UTC, group-a,3, eddb8c7c-cfab-430d-94e8-2690ec7fb1ab,,
2019-01-25 19:19:55 UTC, group-a,3, 5d18cd00-e26d-409f-b77b-bae1726b1ee3,,
2019-01-26 00:24:38 UTC, group-a,3, d6fbd87c-4f7b-4773-8192-49cafceb33cb,,
2019-01-27 05:10:23 UTC, group-a,3, 12cf8016-e564-4ada-8b04-081c82b3da47,,
2019-01-28 19:51:12 UTC, group-a,3, c1fbb561-62b4-4301-aa46-4f4101e7d960,,
2019-01-28 20:14:04 UTC, group-a,3, 420c2bd3-e7f4-43dc-8925-fdbeeeae1ea3,,
2019-01-28 20:49:02 UTC, group-a,3, b6d356b2-ce18-4ac5-84ce-f3f861cfcfca,,
2019-01-28 20:53:26 UTC, group-a,2, da2e7c93-42c5-401d-9154-9a26360104d1,,
2019-01-29 18:04:24 UTC, group-a,3, e0210ac7-5587-43aa-b579-9f7c200409d5,,
2019-01-29 18:47:28 UTC, group-a,3, c709f292-a244-4a28-bd16-cb09b9b710f5,,
2019-01-29 20:00:26 UTC, group-a,3, 42bbffd7-5b8c-400c-9e46-e5a505babad0,,
2019-01-29 20:14:41 UTC, group-a,3, 95382d8e-9b8a-452c-8ffb-b2aebea8de63,,
2019-01-31 00:54:10 UTC, group-a,5, c40d5d6d-8389-4247-b23f-46960a112ed3,,
2019-01-31 02:23:58 UTC, group-a,3, 7738df73-b00d-47ef-a8b4-d5f2b264c1b2,,
2019-01-31 22:38:26 UTC, group-a,3, c66ac6da-3043-4458-a245-d8ccea3604f5,,
2019-02-01 07:10:10 UTC, group-a,5, 9d0a7a79-f490-44c1-9720-022c182de68c,,
2019-02-01 11:46:35 UTC, group-z,3, ef6bff55-c344-413d-a98f-499b8e2507bb,,
2019-02-01 17:33:26 UTC, group-a,3, b6eb04ee-48c4-4127-b0d0-77de12390d24,,
2019-02-01 18:21:35 UTC, group-a,3, ef6bff55-c344-413d-a98f-499b8e2507bb,,
2019-02-01 22:23:54 UTC, group-a,3, ddd55dac-475b-4576-a0d0-11b228afb78e,,
2019-02-02 00:41:15 UTC, group-a,3, 9a757c10-1138-4990-aae1-d8a40e2bc800,,
2019-02-02 05:10:34 UTC, group-a,3, a8293b82-6f9d-4766-aaa2-c12049f35a34,,
2019-02-02 18:33:05 UTC, group-a,3, bd273d03-2fdc-4ecc-bcf4-6e55f9dfcadb,,
2019-02-03 18:53:55 UTC, group-a,3, b7e6353f-89a4-42d6-b813-be479b6e5007,,
2019-02-05 17:33:19 UTC, group-a,3, cb08b5c7-b460-466a-9813-1709369d0fc1,,
2019-02-05 18:42:40 UTC, group-a,3, ead38d1c-e258-40f5-bbf1-08ec2d896919,,
2019-02-06 20:20:47 UTC, group-a,3, 95109e99-b6e7-4f7e-a2b9-095ac5d5da15,,
2019-02-06 22:25:28 UTC, group-a,3, 40545950-5418-4de2-80f9-78ace66ac9ce,,
2019-02-06 23:49:55 UTC, group-a,4, 2d682a12-c0e2-41e5-a157-35742d93ee9b,,
2019-02-07 02:20:24 UTC, group-a,3, 7e8a315b-6b62-40d7-8fec-7e62843a92db,,
2019-02-07 03:15:48 UTC, group-a,3, 40da0fe7-b92d-43b5-a67e-0dabeae12da2,,
2019-02-08 19:10:01 UTC, group-a,3, a4a53ded-ef89-4f59-a3bd-a638514135c9,,
2019-02-09 05:10:38 UTC, group-a,3, 663737d9-39eb-4725-bccb-c59d85255368,,
2019-02-11 23:27:50 UTC, group-a,5, ddbbda35-41a4-48d0-b87d-6071e1d80b3e,,
2019-02-12 00:03:16 UTC, group-a,3, dc23746b-1057-41d4-8817-33e8248ad230,,
2019-02-12 14:47:46 UTC, group-a,3, 04a6a768-26bd-4e26-81b3-2cd20838fb68,,
2019-02-13 03:33:06 UTC, group-a,3, 608d6257-5743-4637-9df6-98d7c6f19a43,,
2019-02-14 01:28:02 UTC, group-a,3, d86077e7-b742-4d89-a8e7-213559a745d7,,
2019-02-15 00:34:38 UTC, group-a,3, 608d6257-5743-4637-9df6-98d7c6f19a43,,
2019-02-15 01:32:12 UTC, group-a,3, 608d6257-5743-4637-9df6-98d7c6f19a43,,
2019-02-15 19:10:24 UTC, group-a,3,181851889,,
2019-02-15 20:37:57 UTC, group-a,3, 79a2eddc-1f88-4851-b99f-e4377d4a6a3b,,
2019-02-18 19:13:50 UTC, group-a,5, 623eb996-323e-4b89-96b1-d6377b81b448,,
2019-02-18 21:27:15 UTC, group-a,3,182138251,,
2019-02-18 21:40:04 UTC, group-a,3, f9d2de25-d196-4677-b523-a1ec3fab3876,,
2019-02-19 07:54:40 UTC, group-a,3, 3d619b6c-88fa-4f2d-9076-4fe22668c404,,
2019-02-19 19:13:18 UTC, group-a,3, 3dd62b2d-c9e2-4862-b215-8598ad2cda19,,
2019-02-19 21:15:30 UTC, group-a,4, 1529f05f-4235-454e-85bf-97f698fd7dd0,,
2019-02-19 21:43:47 UTC, group-a,5, 42fe14c1-1cc1-41ee-bae7-5602a8800a87,,
2019-02-20 08:51:02 UTC, group-a,3, 83c02907-f085-4bbe-9cca-97e36bc26340,,
2019-02-20 11:26:18 UTC, group-a,2, e0c70ee3-603d-429f-8221-05c74a8835cd,,
2019-02-20 11:27:09 UTC, group-a,3, f4f180a6-73d0-4938-b277-ad945ed2a860,,
2019-02-20 22:37:08 UTC, group-a,5, fb3f20dc-99da-4330-9fdb-c2df30c80fd3,,
2019-02-20 22:40:01 UTC, group-a,4, a755c757-5c0a-49b7-ab3a-25ced736e1cf,,
2019-02-21 01:07:27 UTC, group-a,3, 6ab5c3ed-6259-44c3-a4c3-4021a58cec8d,,
2019-02-21 01:16:56 UTC, group-a,3, 0bc85606-3688-413a-82fe-d961aba9632c,,
2019-02-21 01:39:51 UTC, group-a,3, 39d0f918-ea03-4c8b-bb69-58aff82df1e1,,
2019-02-21 03:31:47 UTC, group-a,3, 9bb34aa5-ca42-4306-b2d5-d5e7f3f8a76e,,
2019-02-21 06:07:25 UTC, group-a,3,181851889,,
2019-02-22 01:41:42 UTC, group-a,3, 98df0cd4-c80a-4c27-ada8-d13b09a44a5f,,
2019-02-23 12:50:57 UTC, group-a,3, b6b32bd1-f84a-407b-b0fd-ef3adbb719eb,,
