, Metric: Tickets incoming, SubsetType: IMPACT, From 2018-01-01 to 2019-10-03,,
2019-02-25 19:48:16 UTC, group-a,5, 249b1dca-959f-4dfa-a5ae-2d455a5fc5ca,,
2019-02-25 21:48:38 UTC, group-a,3, fc085e6d-3907-4b5d-9087-e364dde3c0e1,,
2019-02-26 09:52:49 UTC, group-a,4, f9ba058b-dbc5-46b8-86fd-8f35d228d4cc,,
2019-02-26 22:09:24 UTC, group-a,4, a1d65800-01bb-429c-b763-dcb22e635149,,
2019-02-26 22:10:41 UTC, group-a,4, f856996c-b52f-4342-8700-4c13b7b02eaa,,
2019-02-26 23:12:36 UTC, group-a,3, 626098b7-7139-450c-aaa6-ec4d496c62f0,,
2019-02-26 23:42:16 UTC, group-a,3, 1c479381-4c39-434b-a40b-f7d8bb7e44e4,,
2019-02-27 19:12:55 UTC, group-a,3, 52170350-bf6f-41a3-84d0-69663a489ef0,,
2019-02-27 21:26:49 UTC, group-a,3, 572c4f1b-abff-48e9-8efa-d840c74fd429,,
2019-02-27 22:37:47 UTC, group-a,3, 10e53ddb-d6ed-47dc-a863-848704e8813a,,
2019-02-28 01:08:47 UTC, group-a,3, d6143bd1-9608-47ed-8eb2-f64a8ccde6fb,,
2019-02-28 02:07:27 UTC, group-a,3, e6935393-7abb-4682-9046-ce71ad3849c2,,
2019-02-28 17:48:19 UTC, group-a,3, fdf7f405-3dd3-4c17-9a7e-6b8b5d90ce76,,
2019-02-28 20:36:41 UTC, group-a,3, 786b51c0-e764-403c-8d55-1222f0b4af23,,
2019-03-01 22:43:41 UTC, group-a,3, 3c3bbe7c-d934-46c5-a093-5ed4b954b9d6,,
2019-03-04 22:44:11 UTC, group-a,3, c841473d-156a-477b-980e-98aeb74edf04,,
2019-03-05 12:54:59 UTC, group-a,3, 8eab8e74-3e74-4c41-8993-4bc90206ea8a,,
2019-03-05 22:55:28 UTC, group-a,3, ad3cb8a2-6d4c-44f5-a40b-f1dc23189b0b,,
2019-03-06 15:04:59 UTC, group-a,3, 56410551-1e64-4ab6-adc5-0e0f94af15c1,,
2019-03-06 18:18:48 UTC, group-a,4, cb4db94b-380d-4435-95aa-c67359f71f36,,
2019-03-06 19:18:10 UTC, group-a,3, b47ff091-d755-47ff-8322-e40b0748df72,,
2019-03-06 19:36:51 UTC, group-a,3, 403713cb-2338-4ba6-a28d-be4085f35e0f,,
2019-03-06 22:44:25 UTC, group-a,3, b545e3e4-8009-4126-907a-0ba4dcc691b0,,
2019-03-06 22:54:27 UTC, group-a,4, 3ac64d62-a23b-4017-895a-ec9e9841b5db,,
2019-03-06 23:33:28 UTC, group-a,3, 9b856396-09e9-4f26-ba54-7768a6465ea1,,
2019-03-07 08:43:08 UTC, group-a,4, 6c5954cf-7909-4585-97a0-73737d37c986,,
2019-03-07 17:29:18 UTC, group-a,3, 57aa484c-04dc-4e4f-9434-91bd4ff6a463,,
2019-03-07 17:29:22 UTC, group-a,3, b018122c-9944-41bd-8b16-44e8471666b8,,
2019-03-07 19:52:28 UTC, group-a,3, e063cf49-2c4f-4b43-8565-a2dd0744d8dd,,
2019-03-07 21:56:25 UTC, group-a,3, 4051a336-dcd9-44ca-89d1-fd706b338885,,
2019-03-07 22:33:35 UTC, group-a,3, 323fff57-43a1-4174-9066-e790a5f29912,,
2019-03-07 23:38:52 UTC, group-a,3, 00f3c257-4043-47b0-858e-8c3af9d7919f,,
2019-03-08 03:54:09 UTC, group-a,3, 129e372c-1a0b-4069-b84e-6ad9754ec8ba,,
2019-03-08 08:43:09 UTC, group-a,3, 51f7d03c-2c0a-4f47-a920-11331f3fd4be,,
2019-03-08 20:11:14 UTC, group-a,3, a84b166f-5a79-4229-ae95-1e546c4fd342,,
2019-03-08 21:43:00 UTC, group-a,3, 255a6ff8-2682-485f-b9f2-551d2669a0b1,,
2019-03-09 10:47:24 UTC, group-a,2, 3bdcd591-0f35-4923-9b81-20361b6b674d,,
2019-03-11 01:50:51 UTC, group-a,3, 69dd93df-f70c-49e8-83c5-d3835149f826,,
2019-03-11 01:51:07 UTC, group-a,2, 2cbb53ff-a0bf-4505-b50e-0267e5a1d042,,
2019-03-11 17:29:26 UTC, group-a,2, 7f2ca3a1-8782-48cb-b037-c762539d3527,,
2019-03-11 17:29:27 UTC, group-a,3, cfb5dd94-8854-41e6-a50a-213faa040cdf,,
2019-03-11 19:47:43 UTC, group-a,5, f8761135-c399-4192-911e-2ed9bf987279,,
2019-03-14 20:09:24 UTC, group-a,3, 3707ff34-4130-412b-a3f8-35d74650881d,,
2019-03-14 21:02:23 UTC, group-a,4, 9935d4ed-3302-44cd-9b1f-75bb3eaeb289,,
2019-03-15 16:25:33 UTC, group-a,3, 60e4dfa5-a4b2-4acb-bc08-7cdd6b9d4e70,,
2019-03-19 18:25:09 UTC, group-a,2,185504265,,
2019-03-19 19:13:54 UTC, group-a,2,185511575,,
2019-03-19 20:18:08 UTC, group-a,5, f15047db-5395-411e-8cda-4804550beebb,,
2019-03-19 23:55:15 UTC, group-a,3, a7c6dec2-4db2-467e-bc15-385420e1824a,,
2019-03-20 15:39:05 UTC, group-a,3, c5ee9465-fe1a-40f1-98d0-9cb756f928cc,,
2019-03-20 21:11:53 UTC, group-a,2, a0c6cc26-8c93-46f4-8b6a-6fa99a953b45,,
2019-03-20 22:58:01 UTC, group-a,3, c70fecd1-dbb0-4252-ae37-c289bf167fc1,,
2019-03-21 04:25:11 UTC, group-a,4, 3fb1b7aa-9453-448a-88b6-fc7f525dfebc,,
2019-03-21 21:40:51 UTC, group-a,3, 77d8ed43-e294-4449-a018-1a421527392c,,
2019-03-21 23:20:32 UTC, group-a,3, 21f0179f-ab8e-4ac3-8c19-40eccab65803,,
2019-03-22 00:47:22 UTC, group-a,4, 35842c65-8f5a-483b-bb90-945e98b7a6d1,,
2019-03-22 03:16:48 UTC, group-a,5, c9928408-4909-4a46-ac82-fa965ae46b4b,,
2019-03-22 07:49:19 UTC, group-a,3, cf9ac444-f730-4e44-b62a-42b5bdf04dfd,,
2019-03-22 14:27:07 UTC, group-a,3, 522e2323-4b2a-4455-8f58-00dd9c3948b5,,
2019-03-22 17:06:02 UTC, group-a,5, ee997047-a4e7-4090-bb5b-b07a684cdf71,,
2019-03-25 17:11:08 UTC, group-a,3, df520afb-c5e6-4da7-96b2-cddaa5788eeb,,
2019-03-25 17:32:04 UTC, group-a,3, c4ea1a1b-6ab4-45d3-98af-119ccd15e870,,
2019-03-25 17:57:02 UTC, group-a,3, 99e8fae8-fbd9-4afc-a358-ab0b29d783e3,,
2019-03-25 23:06:39 UTC, group-a,3, f423762a-99a5-4a50-a2f5-7df086b85ae6,,
2019-03-26 01:07:07 UTC, group-a,2, 4e34ddae-8e95-4ab4-a8bd-0ad0c14920e1,,
2019-03-26 17:35:14 UTC, group-a,3, f7a70da0-4add-4a04-8757-5f51eaf998c1,,
2019-03-28 00:05:26 UTC, group-a,3, 67cb450c-9294-4cf2-89be-1705849a568f,,
2019-03-28 00:07:56 UTC, group-a,3, ce2a4751-524c-48dc-bc29-9df8842b5132,,
2019-03-28 08:20:37 UTC, group-a,3, 5e3154d3-3868-4d65-b164-87f8d6ab6563,,
2019-03-28 20:01:44 UTC, group-a,5, a3cc99fe-94af-44b9-aa42-5ed82e53dda2,,
2019-03-28 23:22:09 UTC, group-a,3, bb46c2e2-0626-4293-9602-d9fc4e9cc81e,,
2019-04-01 11:23:36 UTC, group-a,4, c99c5f22-a7e2-468f-a8fc-1c1ea9321922,,
2019-04-01 19:10:45 UTC, group-a,3, d9933986-90af-4a2a-9b83-fb662881a0d8,,
2019-04-02 01:04:33 UTC, group-a,4, 51317343-409c-4ead-8ecc-7b44839cd52d,,
2019-04-02 01:44:13 UTC, group-a,3, fcd0c729-92be-4852-baae-ae47b3a87cec,,
2019-04-02 07:10:29 UTC, group-a,3, 6fe9433b-ffda-436b-867f-12b10580f4ce,,
2019-04-02 09:55:28 UTC, group-a,3, f170fe5d-fd2c-4b18-86a1-364de7abd5fd,,
2019-04-02 19:52:26 UTC, group-a,3, 370c54c9-533e-47c3-bf0e-db9aaa777cd9,,
2019-04-02 20:17:43 UTC, group-a,3, 99bc768b-81d4-495b-ac6e-2f55822916c6,,
2019-04-02 21:23:50 UTC, group-a,3, 9f0e32e2-e990-450e-a4f8-36215b2952f9,,
2019-04-02 22:00:28 UTC, group-a,3, 3d2aafcd-1ab0-4ee5-a829-33384568d43b,,
2019-04-02 22:29:02 UTC, group-a,3, eba5b637-6a19-41dd-b9bd-6a6cd240df70,,
2019-04-02 22:38:21 UTC, group-a,3, 6f77fdb5-51de-4283-ac4b-11f11f98de22,,
2019-04-02 23:42:15 UTC, group-a,3, 7e6213d8-8517-4a72-b74f-81964c8c9a51,,
2019-04-03 01:30:26 UTC, group-a,3, 48ea7520-7e34-49b4-9454-b7b78c9e29eb,,
2019-04-03 02:14:57 UTC, group-a,3, f3793d9b-3fe4-4a12-b771-b906834cc588,,
2019-04-03 02:25:43 UTC, group-a,3, c4b75a1e-9695-4b28-af2f-c9dc0d0f9fb2,,
2019-04-03 02:26:32 UTC, group-a,3, 0468acb3-7d52-41dc-bdaa-abb553bbfe10,,
2019-04-03 20:45:14 UTC, group-a,3, a06c2290-1a04-483d-9b59-0fe79bad2411,,
2019-04-03 20:52:57 UTC, group-a,3, d85a9d35-8839-4225-90ce-e2488da2d3b0,,
2019-04-03 22:35:02 UTC, group-a,3, ac09f414-3acf-48b3-8fe9-8212d2a70506,,
2019-04-03 23:17:45 UTC, group-a,3, a3eb1531-f8db-4c26-b1a2-27642168111c,,
2019-04-04 01:31:19 UTC, group-a,3, 35fc7718-e4a8-4928-bb38-a5d0fc904583,,
2019-04-04 16:52:11 UTC, group-a,4, 91d10573-151b-414d-b148-47ef6e901684,,
2019-04-04 19:32:07 UTC, group-a,2, 8c6dad1f-da39-43d0-ad42-e71e5d274f53,,
2019-04-04 20:55:00 UTC, group-a,3, 7a305f22-a331-4e4f-bac3-8aaec09b0a3a,,
2019-04-04 22:41:44 UTC, group-a,3, 423aa231-be07-439c-9d9b-590d9aaaf850,,
2019-04-04 23:34:58 UTC, group-a,3, e5535766-b861-4cd9-8b26-694c28ed754c,,
2019-04-04 23:42:34 UTC, group-a,3, ae882f67-289c-41af-ac09-79124158cc96,,
2019-04-05 01:17:21 UTC, group-a,3, eafcc666-d857-4442-935c-d0266e388f75,,
2019-04-05 01:17:36 UTC, group-a,3, c120cb7e-b459-4e16-922e-203f46ce43ed,,
2019-04-05 05:26:00 UTC, group-a,3, 4841298d-9c59-49a4-a993-0bf1a30717ef,,
2019-04-06 00:08:50 UTC, group-a,3, 31ea6e51-44d0-4d76-a849-9996aa44fef0,,
2019-04-06 00:35:25 UTC, group-a,3, b74687d3-7f7e-4ea0-97be-3a7826ac624e,,
2019-04-06 00:37:15 UTC, group-a,3, d5b7c2f1-528c-47e0-97ac-3243970fd731,,
2019-04-06 00:48:20 UTC, group-a,3, 0c3cf0bd-e4d2-473f-a54b-8c9e0e8fef94,,
2019-04-06 12:24:58 UTC, group-a,3, 1e942c6a-2796-482c-affb-b067b1da169b,,
2019-04-08 18:41:26 UTC, group-a,4, 977fa757-99de-4e32-8101-8987c58662b6,,
2019-04-08 18:54:31 UTC, group-a,3, de368cd1-e8d6-4c98-9ff2-868bbcd20200,,
2019-04-08 19:25:58 UTC, group-a,3, 658095fb-010e-4985-8c30-1a986cdca813,,
2019-04-08 19:30:56 UTC, group-a,3, b6e9118a-c490-4617-a222-54628f66afa1,,
2019-04-08 21:12:36 UTC, group-a,3, aac005b4-98dd-43a7-921b-30b39829697f,,
2019-04-08 23:22:15 UTC, group-a,3, a5e01f51-a125-4bb9-9d66-a58a50e56acd,,
2019-04-09 19:59:20 UTC, group-a,3, 87206249-e235-42cb-a2ae-04349f428a69,,
2019-04-09 20:16:10 UTC, group-a,3, c6b9f9e9-6f3a-4296-af19-7cafe45a0dbd,,
2019-04-10 00:30:30 UTC, group-a,3, 4a0c18e1-4cbb-4a1f-9920-9704f0f919da,,
2019-04-10 18:05:53 UTC, group-a,3, 0c2c887a-a0ec-4918-8637-1dd6a62cf67a,,
2019-04-10 18:42:34 UTC, group-a,3, 60e3d803-be9e-48a7-9176-c583c7ad9cc1,,
2019-04-10 19:28:22 UTC, group-a,3, 7dcba5eb-f639-48b9-9d79-9ba95096c47a,,
2019-04-10 20:53:05 UTC, group-a,3, 27becf16-40d6-4c29-8efc-b5a823fda2cc,,
2019-04-10 21:00:41 UTC, group-a,4, ee1a57aa-7dda-4f7b-87a3-ce11062d3401,,
2019-04-11 02:01:02 UTC, group-a,3, 35a98cef-7efd-4e82-8a87-30d281409e96,,
2019-04-11 03:21:17 UTC, group-a,3, 231f1eff-5293-4a64-a929-d77eeb071cbf,,
2019-04-11 06:19:11 UTC, group-a,3, d7c6d3b3-0508-47bd-a0b5-24b323fdd12f,,
2019-04-11 13:39:39 UTC, group-a,4, 4f184c2f-efa9-4715-bf6a-23fac9dd7f52,,
2019-04-11 16:59:19 UTC, group-a,3, d56a0d15-cc6d-4f2f-a6d3-c91f171011e5,,
2019-04-12 17:58:31 UTC, group-a,3, 1c449255-4ae6-4902-afc1-675cbcf99e36,,
2019-04-16 00:31:57 UTC, group-a,3, 06b63c0b-5040-42d8-9c03-dc151fe4d6d0,,
2019-04-16 20:15:11 UTC, group-a,3, 66a2550f-6380-497e-960a-c177abea3082,,
2019-04-16 23:06:56 UTC, group-a,3, 823da820-d0c0-4c9b-a71a-101cd80e108a,,
2019-04-16 23:15:23 UTC, group-a,4, cc808469-2315-47e8-85ce-abdde673ba47,,
2019-04-19 09:25:23 UTC, group-a,2, 21c5b85b-4aea-4e57-8406-592e2d72f647,,
2019-04-22 17:07:15 UTC, group-a,2, 20ad62ce-babc-4a55-af12-757ae1981080,,
2019-04-22 17:07:40 UTC, group-a,3, 36110ac1-5486-4050-b6c0-8d73178918a2,,
2019-04-22 21:19:54 UTC, group-a,3, 50f518eb-60b2-495c-88b4-b2bd920f69cf,,
2019-04-22 21:19:56 UTC, group-a,5, 9ad14c19-a45b-4b80-a091-5d7eff2ae8bc,,
2019-04-22 22:22:22 UTC, group-a,3, b3eed152-7954-43a8-b197-63577537f818,,
2019-04-22 22:36:11 UTC, group-a,3, 91e26eb0-042a-4714-8776-e7fbb806141a,,
2019-04-23 20:22:03 UTC, group-a,4, f91b4984-0622-4954-a6e1-5074c6eb049e,,
2019-04-24 04:24:05 UTC, group-a,3, ccd16973-446a-427f-9dd3-c17d6f01f4a0,,
2019-04-24 08:20:47 UTC, group-a,3, df5a422e-93ce-44f3-87b2-e725d92bc696,,
2019-04-24 13:21:22 UTC, group-a,3, 44f428e2-c095-489c-bd19-98aa378e268b,,
2019-04-24 13:44:15 UTC, group-a,3, 193cd8f8-36e1-400c-9a24-09bd6d1a087e,,
2019-04-24 19:48:33 UTC, group-a,3, 42fcab38-9a7a-4dc8-ae62-33e128a53d46,,
2019-04-24 22:39:50 UTC, group-a,3, dbafce7b-a0d3-4628-ac87-1272c6af86b2,,
2019-04-25 00:30:56 UTC, group-a,3, 5d505642-dd57-4e1b-b524-5bb678f8631c,,
2019-04-25 00:30:56 UTC, group-a,3, 5fbe4a55-0c80-4ea6-826b-07c21dae3466,,
2019-04-25 00:31:08 UTC, group-a,3, bacf0acf-d5e1-466c-b9dd-171adbb324c1,,
2019-04-25 00:31:08 UTC, group-a,3, e22ac49e-aa22-450c-bffe-7f9376e1dcd6,,
2019-04-25 00:31:47 UTC, group-a,3, 834d249c-980c-44ca-99e7-16d944efc158,,
2019-04-25 00:31:47 UTC, group-a,3, ae3ec7a5-8de6-4577-a896-651baf1d53e8,,
2019-04-26 16:11:25 UTC, group-a,3, 7d102322-308c-4462-b648-a49dc9ddffb3,,
2019-04-26 21:02:55 UTC, group-a,3, b25d538d-4adc-48b4-bb5d-dbe568fad5fc,,
2019-04-27 01:06:03 UTC, group-a,3, 7a2efc68-1c62-4325-b76a-f872d8a5d169,,
2019-04-30 19:19:33 UTC, group-a,3, b4993edc-1c32-46a4-9584-8c77261ef1c1,,
2019-04-30 22:57:33 UTC, group-a,3, 11f80b13-4693-4733-b80a-c72ef53ce6c0,,
2019-05-01 01:14:02 UTC, group-a,3, e064d04a-1789-4e90-8226-cadec74a6fc5,,
2019-05-01 03:56:37 UTC, group-a,5, b62ae8c9-c829-47b7-8304-1e151afcb799,,
2019-05-01 18:59:27 UTC, group-a,2, 7da8bfd6-ca29-419e-8f94-2a55191ee464,,
2019-05-01 19:42:28 UTC, group-a,3, 2decc779-b4f8-46fb-b482-3f46ff8120ce,,
2019-05-01 23:39:44 UTC, group-a,5, 443db347-ac5e-4416-9ea9-3f7c978384da,,
2019-05-02 00:25:12 UTC, group-a,3, 37c67091-adf5-4bfd-a809-d566a338b099,,
2019-05-02 22:47:01 UTC, group-a,3, b25d538d-4adc-48b4-bb5d-dbe568fad5fc,,
2019-05-02 22:56:37 UTC, group-a,3, 7aa14d2d-3b87-436e-a06c-ddc03f2064c9,,
2019-05-02 23:56:20 UTC, group-a,3, ad723932-30bf-4e43-8f5e-4fe693e54cc0,,
2019-05-03 01:06:39 UTC, group-a,3, 43b02712-c76f-49d5-b772-224135b3252b,,
2019-05-03 02:47:02 UTC, group-a,4, 2021185c-4806-42a1-b423-597a319f5b69,,
2019-05-04 00:33:34 UTC, group-a,3, 7918c648-80e8-453c-a56c-f0e5e243e3cc,,
2019-05-07 11:32:38 UTC, group-a,3, bb5789b6-4da8-455d-a061-1d4fe7131d9a,,
2019-05-07 16:55:00 UTC, group-a,4, 8171f78c-5beb-4bf6-97c0-0294f42b0a17,,
2019-05-07 18:58:21 UTC, group-a,5, f7e375b4-0be9-4b13-b2be-9e5216fe1094,,
2019-05-07 19:00:37 UTC, group-a,5, 9b94e7a1-c708-4b92-ac67-2245c1cd4149,,
2019-05-07 21:52:23 UTC, group-a,3, f5b23ad2-cf28-46d4-8d5c-5177ad6f52bf,,
2019-05-08 00:12:27 UTC, group-a,5, 315a1b31-2040-4aa0-b716-6c3f6b70f9f3,,
2019-05-08 00:12:27 UTC, group-a,5, 315a1b31-2040-4aa0-b716-6c3f6b70f9f3,,
2019-05-08 15:01:57 UTC, group-a,3, 3cd72f93-c2b5-46af-9b53-5564a9881191,,
2019-05-08 18:30:59 UTC, group-a,5, 8f3e314c-a531-43b3-8031-2818cc5d8183,,
2019-05-13 09:38:56 UTC, group-a,4, 3b733f26-8080-4154-b073-cd3b1cc9a953,,
2019-05-13 19:00:26 UTC, group-a,3, 92090cb6-611d-450f-960a-17456cce77ec,,
2019-05-13 21:37:16 UTC, group-a,3, 146fcda3-e551-45b0-bc01-c1817d27535f,,
2019-05-13 21:54:41 UTC, group-a,3, e885d1c3-c9c9-4740-8157-9c0005ae0915,,
2019-05-13 22:12:12 UTC, group-a,3, ac1cb52f-57a6-4dd5-89e8-c77ffe015656,,
2019-05-13 22:36:03 UTC, group-a,3, 7fed5a8f-8675-4c72-8093-59a83a5c5f4d,,
2019-05-13 22:36:03 UTC, group-a,3, f89bf692-ea03-4122-a76b-76e791687d34,,
2019-05-13 22:48:58 UTC, group-a,3, b2184d6f-bd10-45f6-8274-6459ba5cca15,,
2019-05-13 23:36:28 UTC, group-a,3, 24390700-e9aa-4754-bea0-e88419e1a578,,
2019-05-15 03:42:17 UTC, group-a,3, 1ade827d-4aa0-4060-b391-30fb0503df9d,,
2019-05-15 05:46:02 UTC, group-a,3, bf59990f-2e9a-479b-adf7-63433a23a1e6,,
2019-05-15 21:50:02 UTC, group-a,5, 83f44140-e786-4210-a323-7c7d1b3a387f,,
2019-05-15 23:25:25 UTC, group-a,5, f0a8e961-5306-422d-9938-e972a2d4620a,,
2019-05-16 01:25:36 UTC, group-a,3, e1a0a1b9-d845-461c-981f-34fe6462049d,,
2019-05-16 18:54:56 UTC, group-a,3, 8a20e579-258a-4c8b-bd6c-d4b2b4e556aa,,
2019-05-16 22:28:11 UTC, group-a, null, 99ad6e61-34f3-4c52-98c8-a1ee2590298f,,
2019-05-17 00:39:02 UTC, group-a,3, fc401018-0f7b-447f-abf1-7c68d4ebf8f4,,
2019-05-17 19:47:56 UTC, group-a,3, bef76b89-8bdb-4a45-94f9-1da32f84f399,,
2019-05-21 21:26:06 UTC, group-a,3, 435ffdfe-8cc5-483f-80ff-aeb682c195d9,,
2019-05-21 23:20:49 UTC, group-a,3, 0c87cd8b-0d3e-491c-aa5e-6c29f47466c1,,
2019-05-21 23:46:44 UTC, group-a,3, 67e782ee-cf70-46a1-916f-858745c90087,,
2019-05-22 00:38:45 UTC, group-a,3, fc401018-0f7b-447f-abf1-7c68d4ebf8f4,,
2019-05-22 18:42:29 UTC, group-a,3, ee5b75b1-94ca-4657-addc-0f2c3fa8afa4,,
2019-05-22 23:05:05 UTC, group-a,3, 2f159760-b740-4b4e-bbdd-b2914fcd67c6,,
2019-05-24 17:03:33 UTC, group-a,4, caa9142d-be12-487d-a1ff-f50329030f4b,,
2019-05-24 17:03:49 UTC, group-a,4, 03c0cc0b-6e2a-4aac-a5fc-c1f49e874d95,,
2019-05-28 07:59:17 UTC, group-a,4, ed931b86-c534-4fae-b589-fdc21c848546,,
2019-05-28 18:21:34 UTC, group-a,4,192430883,,
2019-05-28 18:21:34 UTC, group-a,4, 05a53a3d-6081-4014-a6a5-fcbeb2595141,,
2019-05-28 18:23:22 UTC, group-a,5, 0fb43607-3aa3-4340-b794-0ff8f191a2d2,,
2019-05-28 18:23:22 UTC, group-a,5,192673320,,
2019-05-28 18:25:49 UTC, group-a,3, 6d33d209-4e30-4b49-b0f8-f652ea1249c8,,
2019-05-28 18:25:49 UTC, group-a,3,189263275,,
2019-05-28 18:26:10 UTC, group-a,3, 7284a5e0-09a0-4424-bb16-3b5b76e7c616,,
2019-05-28 18:26:10 UTC, group-a,3,191083485,,
2019-05-28 18:26:33 UTC, group-a,3,191495895,,
2019-05-28 18:26:33 UTC, group-a,3, e186a2d4-cbe4-4fa3-ad42-ce7299db6ae5,,
2019-05-29 17:33:18 UTC, group-a,5, 8f3e314c-a531-43b3-8031-2818cc5d8183,,
2019-05-29 21:37:02 UTC, group-a,5, b480091b-9ca9-4242-ac0e-93b8c220e5a6,,
2019-05-30 16:55:26 UTC, group-a,3, 5720aecd-d5a3-47a8-8d7b-7d804764c402,,
2019-05-30 18:33:27 UTC, group-a,3, dfc3926c-3986-4c85-99bb-51efe6d81265,,
2019-05-30 20:40:09 UTC, group-a,3, cb5aa937-ee97-4877-bb21-a5c9d0dbb316,,
2019-05-30 20:40:09 UTC, group-a,3,190231833,,
2019-05-31 17:18:24 UTC, group-a,5, c2640e52-f366-47ec-90a6-ac3ef1d23b2c,,
2019-06-04 02:23:04 UTC, group-a,2, cfffbd7e-7e9f-4966-a10c-b2f91322ec1b,,
2019-06-04 05:00:22 UTC, group-a,4, 15cbf4cc-0e06-40ec-953a-fe7c9627a76e,,
2019-06-04 05:00:22 UTC, group-a,4,193833070,,
2019-06-04 05:01:45 UTC, group-a,3,190231833,,
2019-06-04 05:01:45 UTC, group-a,3, cb5aa937-ee97-4877-bb21-a5c9d0dbb316,,
2019-06-04 15:54:27 UTC, group-a,2, 72333134-fe13-4963-b555-a96c68b30093,,
2019-06-04 19:26:43 UTC, group-a,4, 0297d7be-a39b-4c6b-807f-e86a7bf532e4,,
2019-06-04 19:26:43 UTC, group-a,4,193790045,,
2019-06-04 19:27:23 UTC, group-a,3,193441189,,
2019-06-04 19:27:23 UTC, group-a,3, dd741686-ffa1-45fb-8ec6-ddf1d14af764,,
2019-06-04 19:27:43 UTC, group-a,3,193457382,,
2019-06-04 19:27:43 UTC, group-a,3, 4aa614fc-c63b-4e93-a322-10ee4451e463,,
2019-06-04 20:08:58 UTC, group-a,3, 95993dfc-3b2a-48bb-8c4a-85f1a715aa0c,,
2019-06-05 20:08:35 UTC, group-a,5, 0fb43607-3aa3-4340-b794-0ff8f191a2d2,,
2019-06-05 20:08:35 UTC, group-a,5,192673320,,
2019-06-05 22:54:30 UTC, group-a,3, 793ecb78-057c-4d6e-96bc-af44accbc14b,,
2019-06-06 16:56:19 UTC, group-a,3, 656ea64a-f101-441a-8ba6-f51e175bf0d5,,
2019-06-06 16:56:19 UTC, group-a,3,194145633,,
2019-06-06 16:56:43 UTC, group-a,3,194102068,,
2019-06-06 19:23:15 UTC, group-a,3, 69696066-569e-4427-8a43-383528aa7e0c,,
2019-06-06 21:14:14 UTC, group-a,3, e71fa574-6591-4df3-a88f-88e3235ccdc6,,
2019-06-06 21:16:54 UTC, group-a,3, 9e1106f2-78b7-45c4-928e-1e7b92f961de,,
2019-06-06 21:58:04 UTC, group-a,3, 6dcf84aa-d7fa-488c-a790-00cd9b3f6fb3,,
2019-06-06 22:14:02 UTC, group-a,3, 5390c430-8b52-4c32-bd1c-df0e1009be91,,
2019-06-06 22:34:57 UTC, group-a,4, bde5d89f-1a65-4f1b-90f3-5be679a4e33e,,
2019-06-07 00:39:17 UTC, group-a,3, 36d504b9-bf6c-4db3-915d-dfeac3480b09,,
2019-06-07 03:29:01 UTC, group-a,2, 37459e57-7001-450c-a6ac-31786be4028f,,
2019-06-07 11:23:01 UTC, group-a,2, 3cbf398c-ecb0-4277-b33e-fe74957ecd59,,
2019-06-07 17:08:25 UTC, group-a,3, 4bf12d71-ee5b-4229-8c0b-8718b8812b1b,,
2019-06-07 17:08:25 UTC, group-a,3,194291135,,
2019-06-07 17:09:21 UTC, group-a,3,194209362,,
2019-06-07 17:10:54 UTC, group-a,4,194177493,,
2019-06-07 18:31:01 UTC, group-a,3,194334106,,
2019-06-07 18:31:01 UTC, group-a,3, d4ae05be-6054-48a6-96ca-f5b3938c532a,,
2019-06-07 22:32:54 UTC, group-a,4, 22431835-bd19-4a62-a2c5-3c7f9ec704d0,,
2019-06-08 10:05:05 UTC, group-a,2, 2d25d146-733d-417a-83c9-c0bd8defe8b7,,
2019-06-09 22:28:11 UTC, group-a,3, e2a269b2-ced8-47bc-883a-1ad937303c5d,,
2019-06-10 10:37:39 UTC, group-a,4, 031cfacd-8556-4162-b12c-485b22607e3e,,
2019-06-10 19:30:55 UTC, group-a,5, 5aacb770-f73a-4190-b0e8-a139a80cc2b1,,
2019-06-10 23:03:47 UTC, group-a,3, 7035bf93-285d-4120-b212-56678c900b8c,,
2019-06-11 11:09:16 UTC, group-a,3, 801ac039-266d-4a91-987f-be20a8b5eb8b,,
2019-06-11 16:55:43 UTC, group-a,5, 393fe3b6-ef1d-4a63-8b41-4e70f3b91db6,,
2019-06-11 17:02:04 UTC, group-a,5, 27bbd4a7-74d5-42b6-96ed-36246938396c,,
2019-06-11 18:11:16 UTC, group-a,3,193298023,,
2019-06-11 18:11:16 UTC, group-a,3, d9ba5edc-b29d-42c3-aa62-9e50a5e930b6,,
2019-06-11 18:19:14 UTC, group-a,3, 7ece4236-4236-48e0-a399-ecdb8bdc379a,,
2019-06-11 19:27:43 UTC, group-a,3, 1a7e5739-328f-4413-9db5-3bed8046a7f4,,
2019-06-11 19:46:07 UTC, group-a,3, 230bc5f1-ae98-4ecc-b1a5-facd07aaba96,,
2019-06-11 22:12:58 UTC, group-a,4, c168cc16-bde4-4c87-adfe-4ca5ed821181,,
2019-06-12 00:05:12 UTC, group-a,2, 3578edb4-bbb1-4077-bd5b-c1d5562ef211,,
2019-06-12 00:57:29 UTC, group-a,3, fa00260f-25d2-44cc-a762-9c6a86f9149a,,
2019-06-12 06:55:23 UTC, group-a,2, 105238b6-f74d-490b-bc9c-4afbeb511d57,,
2019-06-12 16:58:59 UTC, group-a,5, 393fe3b6-ef1d-4a63-8b41-4e70f3b91db6,,
